'uiIndex, szWeaponName, ubWeaponClass, ubWeaponType, ubCalibre, ubReadyTime, ubShotsPer4Turns, ubShotsPerBurst, ubBurstPenalty, ubBulletSpeed, ubImpact, ubDeadliness, bAccuracy, ubMagSize, usRange, usReloadDelay, BurstAniDelay, ubAttackVolume, ubHitVolume, sSound, sBurstSound, sSilencedBurstSound, sReloadSound, sLocknLoadSound, SilencedSound, bBurstAP, bAutofireShotsPerFiveAP, APsToReload, SwapClips, MaxDistForMessyDeath, AutoPenalty, NoSemiAuto, EasyUnjam, APsToReloadManually, ManualReloadSound, nAccuracy, bRecoilX, bRecoilY, ubAimLevels, ubRecoilDelay, Handling, usOverheatingJamThreshold, usOverheatingDamageThreshold, usOverheatingSingleShotTemperature, HeavyGun'
2499, AK-104 )-|,2,6,10,12, 13.43,NULL,13,22,33,27,5,30,275,200,50,90,8,358,45,127,102,108,157,16,3,34,1,7,13,NULL,NULL,NULL,476,53,3,13,4,NULL,9,6500,5500,70,NULL, 
2500, Galil SAR )-|,3,6,8,13, 14.53,NULL,9,22,29,30,6,30,325,200,40,75,7,340,30,127,102,108,157,15,3,31,1,7,9,NULL,NULL,NULL,476,62,2, 8.5,4,NULL,10,6800,5800,70,1, 
2501, FN SCAR-WP CQC )-|,2,6,10,13, 13.43,NULL,12,23,33,36,5,30,280,200,50,95,8,493,119,127,102,108,157,16,3,29,1,8,12,NULL,NULL,NULL,476,55, 2.5, 11.5,4,NULL,9,3600,4600,70,1, 
2502, KAC SR-47 )-|,3,6,10,13, 13.43,NULL,12,22,34,30,6,30,290,200,32,85,7,493,119,127,102,108,499,16,3,29,1,7,12,NULL,NULL,NULL,476,57, 2.5,12,4,NULL,10,3900,4900,75,NULL, 
2503, Vikhr SR-3M Compact )-|,2,6,18,13, 13.43,NULL,9,22,36,29,4,30,190,200,33,60,8,383,68,69,102,108,384,11,4,34,1,7,9,NULL,NULL,NULL,476,38,3,9,4,NULL,10,6000,5000,70,1, 
2504, FR Ordnance MC51 )-|,3,6,9,11, 12.49,NULL,21,22,37,32,6,20,400,200,50,90,7,348,40,127,102,108,499,17,3,29,1,9,21,NULL,NULL,NULL,476,60, 4.5,21,4,NULL,9,4000,4400,70,1, 
2505, FN SCAR-H CQC )-|,3,6,9,13, 12.07,NULL,19,23,39,38,7,20,500,200,50,95,8,347,39,127,102,108,499,17,3,28,1,8,19,NULL,NULL,NULL,476,67, 3.5, 18.5,4,NULL,9,3600,4600,75,1, 
2506, FN SCAR-68 CQC )-|,3,6,42,13, 13.43,NULL,15,23,37,37,7,26,350,200,50,85,7,494,120,127,102,108,157,16,3,29,1,7,15,NULL,NULL,NULL,476,68, 2.5,15,4,NULL,9,3600,4600,75,1, 
2508, Beretta AR-70/90,3,6,8,15, 13.96,NULL,8,22,31,31,7,30,365,200,45,75,7,454,95,127,102,108,157,15,3,29,1,7,8,NULL,NULL,NULL,476,69,2,8,4,NULL,11,4000,4800,70,NULL, 
2509, Beretta AR-70/90 )-|,3,6,8,15, 13.96,NULL,8,22,31,31,7,30,360,200,45,75,7,454,95,127,102,108,157,15,3,29,1,7,8,NULL,NULL,NULL,476,67,2,8,4,NULL,11,4000,4800,70,1, 
2510, HK G41A2,3,6,8,15, 13.96,3,8,22,31,31,7,30,365,200,46,75,7,335,29,127,102,108,499,15,3,31,1,7,8,NULL,NULL,NULL,476,69,2,8,4,NULL,11,4600,5000,70,NULL, 
2511, HK G41A2 )-|,3,6,8,15, 13.96,3,8,22,31,31,7,30,365,200,46,75,7,335,29,127,102,108,499,15,3,31,1,7,8,NULL,NULL,NULL,476,69,2,8,4,NULL,11,4600,5000,70,1, 
2512, Colt M16A1,3,6,8,16, 13.43,NULL,11,22,32,30,7,30,370,200,38,75,7,341,33,127,102,108,499,15,3,29,1,7,11,NULL,NULL,NULL,476,70,2, 10.5,4,NULL,11,3900,4900,75,NULL, 
2513, Colt M16A1 )-|,3,6,8,16, 13.43,NULL,11,22,32,30,7,30,370,200,38,75,7,341,33,127,102,108,499,15,3,29,1,7,11,NULL,NULL,NULL,476,70,2, 10.5,4,NULL,11,3900,4900,75,NULL, 
2514, Colt M16A4,3,6,8,16, 13.43,3,10,22,32,30,7,30,380,200,38,75,7,341,33,127,102,108,499,15,NULL,29,1,7,10,NULL,NULL,NULL,476,71, 1.5, 9.5,4,NULL,11,3900,4900,75,NULL, 
2515, Colt M16A4 )-|,3,6,8,16, 13.43,3,10,22,32,30,7,30,380,200,38,75,7,341,33,127,102,108,499,15,NULL,29,1,7,10,NULL,NULL,NULL,476,71, 1.5, 9.5,4,NULL,11,3900,4900,75,NULL, 
2516, FN FNC )-|,3,6,8,15, 13.96,3,8,22,31,30,7,30,365,200,40,70,8,450,91,127,102,108,157,15,3,31,1,7,8,NULL,NULL,NULL,476,69,2,8,4,NULL,11,3600,4600,70,1, 
2517, SIG SG540 )-|,3,6,8,17, 13.96,NULL,10,22,31,30,7,30,365,200,38,70,7,341,33,127,102,108,499,15,3,31,1,7,10,NULL,NULL,NULL,476,69,2,10,4,NULL,12,7000,6000,70,1, 
2518, HK G36 )-|,3,6,8,15, 13.96,2,9,22,31,42,7,30,375,200,40,75,7,334,28,127,102,108,499,7,3,31,1,7,9,NULL,NULL,NULL,476,70,2,9,4,NULL,11,4000,5000,70,1, 
2519, HK G36 RAS )-|,3,6,8,15, 13.96,2,9,22,31,32,7,30,375,200,40,75,7,334,28,127,102,108,499,7,3,31,1,7,9,NULL,NULL,NULL,476,70,2,9,4,NULL,11,4000,5000,70,1, 
2520, XM-8 Sharpshooter )-|,3,6,8,17, 13.43,NULL,9,23,32,36,7,30,390,200,40,63,7,346,38,127,102,108,499,15,3,29,1,8,9,NULL,NULL,NULL,476,72,2,9,4,NULL,12,4000,5000,70,1, 
2521, FN SCAR-L SV )-|,3,6,8,15, 13.96,NULL,9,23,31,38,7,30,370,200,50,70,7,346,38,127,102,108,499,15,3,29,1,7,9,NULL,NULL,NULL,476,69, 1.5,9,4,NULL,11,4000,5000,70,1, 
2522, SIG SG550 )-|,3,6,8,16, 13.43,3,9,22,32,31,7,30,375,200,43,70,7,341,33,127,102,108,499,15,3,29,1,8,9,NULL,NULL,NULL,476,70,2, 8.5,4,NULL,11,7000,6000,70,1, 
2523, AK-108 )-|,3,6,8,15, 14.53,3,6,22,30,31,7,30,350,200,33,75,7,453,94,127,102,108,157,11,4,34,1,7,6,NULL,NULL,NULL,476,67,2,6,4,NULL,11,7000,6000,70,1, 
2524, AK-108,3,6,8,15, 14.53,3,6,22,30,31,7,30,350,200,33,75,7,453,94,127,102,108,157,11,4,34,1,7,6,NULL,NULL,NULL,476,67,2,6,4,NULL,11,7000,6000,70,NULL, 
2525, AK-108 )-|,3,6,8,15, 14.53,3,6,22,30,31,7,30,350,200,33,75,7,453,94,127,102,108,157,11,4,34,1,7,6,NULL,NULL,NULL,476,67,2,6,4,NULL,11,7000,6000,70,NULL, 
2526, AK-108,3,6,8,15, 14.53,3,6,22,30,31,7,30,350,200,33,75,7,453,94,127,102,108,157,11,4,34,1,7,6,NULL,NULL,NULL,476,67,2,6,4,NULL,11,7000,6000,70,NULL, 
2527, AK-108 )-|,3,6,8,15, 14.53,3,6,22,30,31,7,30,350,200,33,75,7,453,94,127,102,108,157,11,4,34,1,7,6,NULL,NULL,NULL,476,67,2,6,4,NULL,11,7000,6000,70,NULL, 
2528, Colt M4A1 )-|,3,6,8,13, 14.53,NULL,11,22,29,29,7,30,340,200,32,85,7,337,32,127,102,108,499,15,3,29,1,7,11,NULL,NULL,NULL,476,66, 1.5, 10.5,4,NULL,10,3900,4900,75,NULL, 
2529, Diemaco C7A2 )-|,3,6,8,15, 13.43,NULL,10,22,32,30,7,30,380,200,38,75,7,341,33,127,102,108,499,15,3,29,1,7,10,NULL,NULL,NULL,476,71, 1.5, 9.5,4,NULL,11,4000,5000,75,NULL, 
2530," HK 416 20"" )-|",3,6,8,17, 13.43,NULL,9,22,32,31,7,30,385,200,33,70,7,334,110,127,102,108,499,15,3,29,1,7,9,NULL,NULL,NULL,476,72, 1.5, 8.5,4,NULL,12,3900,4900,70,NULL, 
2531," HK 416 16"" )-|",3,6,8,15, 13.96,NULL,9,22,30,30,7,30,355,200,33,70,7,334,110,127,102,108,499,15,3,29,1,7,9,NULL,NULL,NULL,476,68, 1.5, 8.5,4,NULL,11,3900,4900,70,NULL, 
2532, AKS-74 )-|,3,6,7,15, 14.53,NULL,8,22,29,32,6,30,355,200,46,70,7,329,21,127,102,108,157,15,3,34,1,7,8,NULL,NULL,NULL,476,62,2,8,4,NULL,11,7000,6000,70,1, 
2533, AK-74M )-|,3,6,7,15, 14.53,NULL,7,22,29,31,6,30,355,200,46,70,7,329,21,127,102,108,157,15,3,31,1,7,7,NULL,NULL,NULL,476,65,2, 6.5,4,NULL,11,7000,6000,70,1, 
2534," AN-94 ""Abakan"" )-|",3,6,7,15, 14.53,2,1,22,29,29,6,30,350,200,50,65,7,331,23,127,102,108,157,3,3,31,1,7,6,NULL,NULL,NULL,476,64,2,6,4,2,11,4400,5300,75,1, 
2535, AEK-971 )-|,3,6,7,15, 15.15,3,6,22,29,31,7,30,360,200,33,70,3,441,84,127,102,108,499,11,4,31,1,7,6,NULL,NULL,NULL,476,67,2, 5.5,4,NULL,11,6000,7000,70,1, 
2536, AK-107 )-|,3,6,7,15, 15.15,3,5,22,29,30,7,30,355,200,35,70,7,447,88,127,102,108,157,11,4,31,1,7,5,NULL,NULL,NULL,476,66,2,5,4,NULL,11,7000,6000,70,1, 
2537, AK-107,3,6,7,15, 15.15,3,5,22,29,30,7,30,355,200,35,70,7,447,88,127,102,108,157,11,4,31,1,7,5,NULL,NULL,NULL,476,66,2,5,4,NULL,11,7000,6000,70,NULL, 
2538, AK-107 )-|,3,6,7,15, 15.15,3,5,22,29,30,7,30,355,200,35,70,7,447,88,127,102,108,157,11,4,31,1,7,5,NULL,NULL,NULL,476,66,2,5,4,NULL,11,7000,6000,70,NULL, 
2539, AK-107,3,6,7,15, 15.15,3,5,22,29,30,7,30,355,200,35,70,7,447,88,127,102,108,157,11,4,31,1,7,5,NULL,NULL,NULL,476,66,2,5,4,NULL,11,7000,6000,70,NULL, 
2540, AK-107 )-|,3,6,7,15, 15.15,3,5,22,29,30,7,30,355,200,35,70,7,447,88,127,102,108,157,11,4,31,1,7,5,NULL,NULL,NULL,476,66,2,5,4,NULL,11,7000,6000,70,NULL, 
2541, AKS-47 )-|,3,6,10,15, 12.07,NULL,15,22,34,31,6,30,295,200,50,80,8,358,45,127,102,108,157,16,3,34,1,7,15,NULL,NULL,NULL,476,59,3, 14.5,4,NULL,11,7000,6000,70,1, 
2542, SA vz.58 )-|,3,6,10,15, 12.07,NULL,17,22,34,31,5,30,280,200,38,80,8,359,49,127,102,108,157,16,3,31,1,7,17,NULL,NULL,NULL,476,54,3,17,4,NULL,11,7000,6000,70,1, 
2543, AMD-65M,3,6,10,15, 12.49,NULL,14,22,33,30,5,30,275,200,50,80,8,358,45,127,102,108,157,16,3,34,1,7,14,NULL,NULL,NULL,476,51,3, 13.5,4,NULL,11,7000,6000,70,NULL, 
2544, AMD-65M )-|,3,6,10,15, 12.49,NULL,14,22,33,30,5,30,275,200,50,80,8,358,45,127,102,108,157,16,3,34,1,7,14,NULL,NULL,NULL,476,51,3, 13.5,4,NULL,11,7000,6000,70,1, 
2545, AKMS )-|,3,6,10,15, 12.95,NULL,14,22,34,31,6,30,305,200,50,80,8,358,45,127,102,108,157,16,3,34,1,7,14,NULL,NULL,NULL,476,56,3,14,4,NULL,11,7000,6000,70,1, 
2546, Valmet M76 )-|,3,6,10,15, 12.95,NULL,14,22,34,30,6,30,310,200,43,80,8,448,89,127,102,108,157,16,3,34,1,7,14,NULL,NULL,NULL,476,58,3, 13.5,4,NULL,11,7000,6000,70,1, 
2547, FN SCAR-WP SV )-|,3,6,10,17, 12.49,NULL,12,23,35,38,6,30,330,200,50,85,8,493,119,127,102,108,157,16,3,29,1,8,12,NULL,NULL,NULL,476,61, 2.5, 11.5,4,NULL,12,4000,5000,70,1, 
2548, AK-103 )-|,3,6,10,15, 12.95,NULL,12,22,34,31,6,30,305,200,50,80,8,358,45,127,102,108,157,16,3,31,1,7,12,NULL,NULL,NULL,476,58,3,12,4,NULL,11,7000,6000,70,1, 
2549, AK-103,3,6,10,15, 12.95,NULL,12,22,34,31,6,30,305,200,50,80,8,358,45,127,102,108,157,16,3,31,1,7,12,NULL,NULL,NULL,476,58,3,12,4,NULL,11,7000,6000,70,NULL, 
2550, AK-103 )-|,3,6,10,15, 12.95,NULL,12,22,34,31,6,30,305,200,50,80,8,358,45,127,102,108,157,16,3,31,1,7,12,NULL,NULL,NULL,476,58,3,12,4,NULL,11,7000,6000,70,NULL, 
2551, AK-103,3,6,10,15, 12.95,NULL,12,22,34,31,6,30,305,200,50,80,8,358,45,127,102,108,157,16,3,31,1,7,12,NULL,NULL,NULL,476,58,3,12,4,NULL,11,7000,6000,70,NULL, 
2552, AK-103 )-|,3,6,10,15, 12.95,NULL,12,22,34,31,6,30,305,200,50,80,8,358,45,127,102,108,157,16,3,31,1,7,12,NULL,NULL,NULL,476,58,3,12,4,NULL,11,7000,6000,70,NULL, 
2553, AEK-973 )-|,3,6,10,15, 13.43,3,9,22,34,31,6,30,310,200,33,80,8,442,85,127,102,108,157,11,4,31,1,7,9,NULL,NULL,NULL,476,58,3, 8.5,4,NULL,11,6000,7000,70,1, 
2554, AS Val )-|,3,6,18,14, 12.95,NULL,10,22,37,35,4,20,225,200,38,60,8,385,70,71,102,108,386,11,4,30,1,7,10,NULL,NULL,NULL,476,41,3,10,4,NULL,11,7000,6000,65,1, 
2555, Robarms XCR-1 )-|,3,6,42,15, 12.49,NULL,15,22,38,30,7,26,380,200,32,75,7,494,120,127,102,108,157,16,3,29,1,9,15,NULL,NULL,NULL,476,70,3,15,4,NULL,11,5500,4800,75,1, 
2556, FN SCAR-68 SV )-|,3,6,42,16, 12.49,NULL,15,23,38,39,7,26,405,200,50,70,7,494,120,127,102,108,157,16,3,29,1,7,15,NULL,NULL,NULL,476,72, 2.5, 14.5,4,NULL,12,4000,5000,75,1, 
2557, Barrett M468,3,6,42,15, 12.49,NULL,15,22,38,30,7,26,390,200,32,75,7,494,120,127,102,108,157,16,3,31,1,9,15,NULL,NULL,NULL,476,71, 2.5,15,4,NULL,11,3900,4900,75,NULL, 
2558, Barrett M468 )-|,3,6,42,15, 12.49,NULL,15,22,38,30,7,26,390,200,32,75,7,494,120,127,102,108,157,16,3,31,1,9,15,NULL,NULL,NULL,476,71, 2.5,15,4,NULL,11,3900,4900,75,NULL, 
2559, Bushmaster M4A3 )-|,3,6,42,15, 12.95,NULL,16,22,38,30,7,26,385,200,32,75,7,494,120,127,102,108,157,16,3,31,1,9,16,NULL,NULL,NULL,476,70, 2.5,16,4,NULL,10,3900,4900,75,NULL, 
2560, HK G3KA4 )-|,3,6,9,15, 12.49,NULL,18,22,39,34,6,20,480,200,50,75,7,348,40,127,102,108,499,24,2,33,1,9,18,NULL,NULL,NULL,476,65,4,18,4,NULL,11,4400,4800,70,1, 
2561, HK G3A3,3,6,9,18, 11.3,NULL,17,22,41,37,7,20,570,200,50,85,8,348,40,127,102,108,499,25,2,30,1,11,17,NULL,NULL,NULL,476,71,4,17,4,NULL,12,4600,5000,75,NULL, 
2562, HK G3A3 )-|,3,6,9,18, 11.3,NULL,17,22,41,37,7,20,570,200,50,85,8,348,40,127,102,108,499,25,2,30,1,11,17,NULL,NULL,NULL,476,71,4,17,4,NULL,12,4600,5000,75,1, 
2563, CETME Modelo C,3,6,9,18, 11.3,NULL,17,22,41,37,7,20,565,200,50,85,8,348,40,127,102,108,157,25,2,30,1,11,17,NULL,NULL,NULL,476,71,4,17,4,NULL,12,4200,5000,70,NULL, 
2564, CETME Modelo C )-|,3,6,9,18, 11.3,NULL,17,22,41,37,7,20,565,200,50,85,8,348,40,127,102,108,157,25,2,30,1,11,17,NULL,NULL,NULL,476,71,4,17,4,NULL,12,4200,5000,70,1, 
2565, FN FAL Carbine,3,6,9,16, 12.07,NULL,19,22,39,35,7,20,555,200,50,90,8,347,39,127,102,108,157,17,3,30,1,11,19,NULL,NULL,NULL,476,70,4, 18.5,4,NULL,11,4000,5000,75,NULL, 
2566, FN FAL Carbine )-|,3,6,9,16, 12.07,NULL,19,22,39,35,7,20,555,200,50,90,8,347,39,127,102,108,157,17,3,30,1,11,19,NULL,NULL,NULL,476,70,4, 18.5,4,NULL,11,4000,5000,75,1, 
2567, FN FAL,3,6,9,18, 11.67,NULL,18,22,43,40,7,20,615,200,43,85,8,347,39,127,102,108,157,17,3,30,1,12,18,NULL,NULL,NULL,476,73,4, 17.5,4,NULL,12,4600,5000,75,NULL, 
2568, FN FAL )-|,3,6,9,18, 11.67,NULL,18,22,43,40,7,20,615,200,43,85,8,347,39,127,102,108,157,17,3,30,1,12,18,NULL,NULL,NULL,476,73,4, 17.5,4,NULL,12,4600,5000,75,1, 
2569, Galil AR )-|,3,6,9,18, 11.3,NULL,20,22,41,40,7,20,610,200,33,85,8,340,30,127,102,108,157,17,3,30,1,12,20,NULL,NULL,NULL,476,72,4, 19.5,4,NULL,12,7000,6000,75,1, 
2570, FN FAL OSW )-|,3,6,9,15, 12.07,NULL,19,22,39,32,7,20,495,200,50,80,8,347,39,127,102,108,499,17,3,30,1,8,19,NULL,NULL,NULL,476,66,4,19,4,NULL,11,4000,5000,75,1, 
2571, FN FAL OSW =) / )-|,3,6,9,15, 12.07,NULL,19,22,39,32,7,20,495,200,50,80,8,347,39,127,102,108,499,17,3,30,1,8,19,NULL,NULL,NULL,476,66,4,19,4,NULL,11,4000,5000,75,1, 
2572, M14,3,6,9,18, 11.67,NULL,18,22,43,39,7,20,630,200,40,85,8,350,42,127,102,108,157,17,3,30,1,13,18,NULL,NULL,NULL,476,74,4, 17.5,4,NULL,12,4000,5000,75,NULL, 
2573, M14 )-|,3,6,9,18, 11.67,NULL,18,22,43,39,7,20,630,200,40,85,8,350,42,127,102,108,157,17,3,30,1,13,18,NULL,NULL,NULL,476,74,4, 17.5,4,NULL,12,4000,5000,75,1, 
2574, SIG SG542,3,6,9,18, 11.67,NULL,20,22,41,37,7,20,575,200,38,85,8,347,39,127,102,108,499,17,3,30,1,12,20,NULL,NULL,NULL,476,71,4,20,4,NULL,12,7000,6000,70,NULL, 
2575, SIG SG542 )-|,3,6,9,18, 11.67,NULL,20,22,41,37,7,20,575,200,38,85,8,347,39,127,102,108,499,17,3,30,1,12,20,NULL,NULL,NULL,476,71,4,20,4,NULL,12,7000,6000,70,1, 
2576, SIG SG542,3,6,9,18, 11.67,NULL,20,22,41,37,7,20,575,200,38,85,8,347,39,127,102,108,499,17,3,30,1,12,20,NULL,NULL,NULL,476,71,4, 19.5,4,NULL,12,7000,6000,70,NULL, 
2577, SIG SG542 )-|,3,6,9,18, 11.67,NULL,20,22,41,37,7,20,575,200,38,85,8,347,39,127,102,108,499,17,3,30,1,12,20,NULL,NULL,NULL,476,71,4, 19.5,4,NULL,12,7000,6000,70,NULL, 
2578, FN SCAR-H SV )-|,3,6,9,18, 11.67,NULL,20,23,41,40,7,20,600,200,50,85,8,347,39,127,102,108,499,17,3,28,1,8,20,NULL,NULL,NULL,476,73, 3.5, 19.5,4,NULL,12,4000,5000,75,1, 
2579, HK 417 )-|,3,6,9,16, 11.67,NULL,17,23,40,38,7,20,540,200,50,85,8,347,39,127,102,108,499,17,3,28,1,7,17,NULL,NULL,NULL,476,69, 3.5, 16.5,4,NULL,11,4000,5000,70,NULL, 
2580, Ultimax,4,7,8,20, 14.53,NULL,6,22,32,45,7,100,380,200,56,75,8,345,37,127,104,110,157,NULL,3,29,1,7,6,1,NULL,NULL,476,70, 1.5,6,5,NULL,12,4200,4800,70,NULL, 
2581, Ultimax )-|,4,7,8,20, 14.53,NULL,6,22,32,45,7,100,380,200,56,75,8,345,37,127,104,110,157,NULL,3,29,1,7,6,1,NULL,NULL,476,70, 1.5,6,5,NULL,12,4200,4800,70,1, 
2582, HK MG36 )-|,3,7,8,19, 13.96,2,7,22,31,35,7,100,375,200,40,75,7,482,107,127,102,108,499,7,3,31,1,7,7,NULL,NULL,NULL,476,69,2,7,4,NULL,12,6000,7000,70,1, 
2583, HK MG36 RAS )-|,3,7,8,19, 13.96,2,7,22,31,35,7,100,375,200,40,75,7,482,107,127,102,108,499,7,3,31,1,7,7,NULL,NULL,NULL,476,69,2,7,4,NULL,12,6000,7000,70,1, 
2584, XM-8 Automatic )-|,3,7,8,19, 13.96,NULL,9,23,31,39,7,100,385,200,40,70,7,346,38,127,102,108,499,15,3,29,1,7,9,NULL,NULL,NULL,476,71,2,9,5,NULL,12,4000,5000,70,1, 
2585, Ares M4 Shrike )-|,3,7,8,17, 13.96,NULL,8,22,30,30,7,100,350,200,32,75,7,337,32,127,102,108,499,NULL,3,38,1,7,8,NULL,NULL,NULL,476,66, 1.5, 7.5,4,NULL,11,3900,4900,70,NULL, 
2586, Ares M4 Shrike iii / )-|,3,7,8,17, 13.96,NULL,10,22,29,30,7,30,350,200,32,75,7,337,32,127,102,108,499,NULL,3,38,1,7,10,NULL,NULL,NULL,476,66, 1.5,10,4,NULL,11,3900,4900,70,NULL, 
2587, FN Minimi SPW )-|,4,7,8,22, 14.53,NULL,5,22,30,50,7,200,350,200,40,65,8,342,34,127,104,110,157,NULL,3,70,1,7,5,1,NULL,NULL,476,67, 1.5,5,4,NULL,14,4000,5000,70,1, 
2588, FN Minimi SPW iii / )-|,4,7,8,22, 14.53,NULL,7,22,30,50,7,30,350,200,40,65,8,342,34,127,104,110,157,NULL,3,70,1,7,7,1,NULL,NULL,476,67, 1.5,7,4,NULL,14,4000,5000,70,1, 
2589, HK MG43 )-|,4,7,8,30, 14.53,NULL,4,22,31,49,7,200,380,200,38,75,8,483,108,127,104,110,157,NULL,4,70,1,7,4,1,NULL,NULL,476,70, 1.5,4,5,NULL,12,4000,5000,70,1, 
2590, HK MG43 iii / )-|,4,7,8,30, 14.53,NULL,6,22,31,49,7,30,380,200,38,75,8,483,108,127,104,110,157,NULL,4,70,1,7,6,1,NULL,NULL,476,70, 1.5, 5.5,5,NULL,12,4000,5000,70,1, 
2591, RPKS-74,3,7,7,16, 15.15,NULL,6,22,30,44,7,45,400,200,50,70,8,332,24,127,102,108,157,NULL,3,34,1,8,6,NULL,NULL,NULL,476,68,2,6,5,NULL,12,9000,8000,70,NULL, 
2592, RPKS-74 )-|,3,7,7,16, 15.15,NULL,6,22,30,44,7,45,400,200,50,70,8,332,24,127,102,108,157,NULL,3,34,1,8,6,NULL,NULL,NULL,476,68,2,6,5,NULL,12,9000,8000,70,1, 
2593, FN MAG,4,7,9,33, 12.07,NULL,9,22,45,54,7,100,675,200,32,85,9,352,44,127,104,110,157,NULL,4,70,1,13,9,1,NULL,NULL,476,75,3,8,5,NULL,16,4500,5000,100,NULL, 
2594, FN MAG )-|,4,7,9,33, 12.07,NULL,9,22,45,54,7,100,675,200,32,85,9,352,44,127,104,110,157,NULL,4,70,1,13,9,1,NULL,NULL,476,75,3,8,5,NULL,16,4500,5000,100,1, 
2595, FN MAG iii,4,7,9,33, 12.07,NULL,9,22,45,54,7,20,675,200,32,85,9,352,44,127,104,110,157,NULL,4,70,1,13,9,1,NULL,NULL,476,75,3,9,5,NULL,16,4500,5000,100,NULL, 
2596, FN MAG iii / )-|,4,7,9,33, 12.07,NULL,9,22,45,54,7,20,675,200,32,85,9,352,44,127,104,110,157,NULL,4,70,1,13,9,1,NULL,NULL,476,75,3,9,5,NULL,16,4500,5000,100,1, 
2597, Pecheneg,4,7,24,34, 11.67,NULL,10,22,47,61,8,100,700,200,46,85,9,365,53,127,104,110,157,NULL,3,75,1,12,10,1,NULL,NULL,476,76,3, 9.5,5,NULL,16,8500,9500,75,NULL, 
2598, Pecheneg )-|,4,7,24,34, 11.67,NULL,10,22,47,61,8,100,700,200,46,85,9,365,53,127,104,110,157,NULL,3,75,1,12,10,1,NULL,NULL,476,76,3, 9.5,5,NULL,16,8500,9500,75,1, 
2599, Pecheneg iii,4,7,24,34, 11.67,NULL,12,22,47,61,8,10,700,200,46,85,9,365,53,127,104,110,157,NULL,3,75,1,12,12,1,NULL,NULL,476,76,3,12,5,NULL,16,8500,9500,75,NULL, 
2600, Pecheneg iii / )-|,4,7,24,34, 11.67,NULL,12,22,47,61,8,10,700,200,46,85,9,365,53,127,104,110,157,NULL,3,75,1,12,12,1,NULL,NULL,476,76,3,12,5,NULL,16,8500,9500,75,1, 
2601, PKM,4,7,24,33, 11.67,NULL,11,22,47,61,7,100,695,200,50,90,8,364,52,127,104,110,157,NULL,3,75,1,12,11,1,NULL,NULL,476,75,3, 10.5,5,NULL,16,8500,9500,75,NULL, 
2602, PKM )-|,4,7,24,33, 11.67,NULL,11,22,47,61,7,100,695,200,50,90,8,364,52,127,104,110,157,NULL,3,75,1,12,11,1,NULL,NULL,476,75,3, 10.5,5,NULL,16,8500,9500,75,1, 
2603, PKM iii,4,7,24,33, 11.67,NULL,14,22,47,61,7,10,695,200,50,90,8,364,52,127,104,110,157,NULL,3,75,1,12,14,1,NULL,NULL,476,75,3, 13.5,5,NULL,16,8500,9500,75,NULL, 
2604, PKM iii / )-|,4,7,24,33, 11.67,NULL,14,22,47,61,7,10,695,200,50,90,8,364,52,127,104,110,157,NULL,3,75,1,12,14,1,NULL,NULL,476,75,3, 13.5,5,NULL,16,8500,9500,75,1, 
2605, SKS,3,4,10,12, 12.49,NULL,0,22,35,22,6,10,325,200,100,80,8,303,NULL,NULL,102,108,157,NULL,NULL,33,1,7,0,NULL,NULL,NULL,476,58,NULL,NULL,4,NULL,10,3800,4500,70,NULL, 
2606, SKS )-|,3,4,10,12, 12.49,NULL,0,22,35,22,6,10,325,200,100,80,8,303,NULL,NULL,102,108,157,NULL,NULL,33,1,7,0,NULL,NULL,NULL,476,58,NULL,NULL,4,NULL,10,3800,4500,70,1, 
2607, .50 Beowulf Rifle,3,4,38,14, 12.49,NULL,0,23,46,28,6,7,255,200,100,90,7,496,122,NULL,102,108,157,NULL,NULL,26,1,7,0,NULL,NULL,NULL,476,59,NULL,NULL,4,NULL,11,3900,4900,90,NULL, 
2608, .50 Beowulf Rifle )-|,3,4,38,14, 12.49,NULL,0,23,46,28,6,7,255,200,100,90,7,496,122,NULL,102,108,157,NULL,NULL,26,1,7,0,NULL,NULL,NULL,476,59,NULL,NULL,4,NULL,11,3900,4900,90,NULL, 
2609, Dragunov SVDS )-|,3,4,24,18, 12.07,NULL,0,22,46,48,8,10,640,200,100,90,8,366,98,127,102,108,157,NULL,NULL,27,1,15,0,NULL,NULL,NULL,476,79,NULL,NULL,5,NULL,12,6000,5000,140,1, 
2610, Galil Sniper )-|,3,4,9,19, 12.07,NULL,0,22,43,47,8,20,595,200,100,85,8,317,NULL,NULL,102,108,157,NULL,NULL,30,1,13,0,NULL,NULL,NULL,476,79,NULL,NULL,4,NULL,11,7000,6000,140,1, 
2611, SSK 300 Whisper,3,4,30,16, 12.95,NULL,11,22,35,35,6,10,315,200,38,70,7,385,70,71,102,108,386,15,3,27,1,7,11,NULL,NULL,NULL,476,63, 2.5,11,4,NULL,11,3900,4900,75,NULL, 
2612, SSK 300 Whisper )-|,3,4,30,16, 12.95,NULL,11,22,35,35,6,10,315,200,38,70,7,385,70,71,102,108,386,15,3,27,1,7,11,NULL,NULL,NULL,476,63, 2.5,11,4,NULL,11,3900,4900,75,NULL, 
